City,ISO3,country,country_num,year,population,GDP_USD,gdp_per_capita,home_adv,tot_gold,tot_silver,tot_bronze,tot_medals,last_medals,secondLast_medals
Beijing,DNK,Denmark,51,2008,5493621,353361056080,64322,0,2,2,3,7,8,6
London,DNK,Denmark,51,2012,5591572,327148899962,58507,0,2,4,3,9,7,8
Rio de Janeiro,DNK,Denmark,51,2016,5731118,306899653410,53549,0,2,6,7,15,9,7
Beijing,DJI,Djibouti,52,2008,822934,999105339,1214,0,0,0,0,0,0,0
London,DJI,Djibouti,52,2012,881185,1353632942,1536,0,0,0,0,0,0,0
London,DMA,Dominica,53,2012,72044,485997988,6745,0,0,0,0,0,0,0
Rio de Janeiro,DMA,Dominica,53,2016,73543,581484032,7906,0,0,0,0,0,0,0
Moskva,DOM,Dominican Republic,54,1980,5809269,6631000100,1141,0,0,0,0,0,0,0
Los Angeles,DOM,Dominican Republic,54,1984,6351572,10330399700,1626,0,0,0,1,1,0,0
Seoul,DOM,Dominican Republic,54,1988,6903316,5374315190,778,0,0,0,0,0,1,0
Barcelona,DOM,Dominican Republic,54,1992,7468551,11277676880,1510,0,0,0,0,0,0,1
Atlanta,DOM,Dominican Republic,54,1996,8029113,18131813001,2258,0,0,0,0,0,0,0
Sydney,DOM,Dominican Republic,54,2000,8562622,23996063503,2802,0,0,0,0,0,0,0
Athina,DOM,Dominican Republic,54,2004,9102998,22039232610,2421,0,1,0,0,1,0,0
Beijing,DOM,Dominican Republic,54,2008,9636520,48288967303,5011,0,1,1,0,2,1,0
London,DOM,Dominican Republic,54,2012,10154950,60613645121,5968,0,1,1,0,2,2,1
Rio de Janeiro,DOM,Dominican Republic,54,2016,10648791,71583553488,6722,0,0,0,1,1,2,2
Los Angeles,ECU,Ecuador,55,1984,8823751,16912515183,1916,0,0,0,0,0,0,0
Seoul,ECU,Ecuador,55,1988,9739176,13051886552,1340,0,0,0,0,0,0,0
Barcelona,ECU,Ecuador,55,1992,10705667,18094238119,1690,0,0,0,0,0,0,0
Atlanta,ECU,Ecuador,55,1996,11683479,25226393197,2159,0,1,0,0,1,0,0
Sydney,ECU,Ecuador,55,2000,12628596,18327764882,1451,0,0,0,0,0,1,0
Athina,ECU,Ecuador,55,2004,13509647,36591661e3,2708,0,0,0,0,0,0,1
Beijing,ECU,Ecuador,55,2008,14447562,61762635e3,4274,0,0,1,0,1,0,0
London,ECU,Ecuador,55,2012,15419666,87924544e3,5702,0,0,0,0,0,1,0
Rio de Janeiro,ECU,Ecuador,55,2016,16385068,98613972e3,6018,0,0,0,0,0,0,1
Seoul,EGY,Egypt,56,1988,54547296,35044634015,642,0,0,0,0,0,1,0
Barcelona,EGY,Egypt,56,1992,60035536,41855986519,697,0,0,0,0,0,0,1
Atlanta,EGY,Egypt,56,1996,64933456,67629716981,1041,0,0,0,0,0,0,0
Sydney,EGY,Egypt,56,2000,69905988,99838543960,1428,0,0,0,0,0,0,0
Athina,EGY,Egypt,56,2004,75381899,78845185293,1045,0,1,1,3,5,0,0
Beijing,EGY,Egypt,56,2008,80953881,162818181818,2011,0,0,0,1,1,5,0
London,EGY,Egypt,56,2012,87813257,279372758362,3181,0,0,2,0,2,1,5
Rio de Janeiro,EGY,Egypt,56,2016,95688681,332791045964,3477,0,0,0,3,3,2,1
Barcelona,SLV,El Salvador,57,1992,5400331,59547e5,1102,0,0,0,0,0,0,0
Atlanta,SLV,El Salvador,57,1996,5671925,103155e5,1818,0,0,0,0,0,0,0
Sydney,SLV,El Salvador,57,2000,5867626,131341e5,2238,0,0,0,0,0,0,0
Athina,SLV,El Salvador,57,2004,6000775,157983e5,2632,0,0,0,0,0,0,0
Beijing,SLV,El Salvador,57,2008,6110301,2143095e4,3507,0,0,0,0,0,0,0
London,SLV,El Salvador,57,2012,6221246,238136e5,3827,0,0,0,0,0,0,0
Rio de Janeiro,SLV,El Salvador,57,2016,6344722,2679747e4,4223,0,0,0,0,0,0,0
Sydney,GNQ,Equatorial Guinea,58,2000,614323,1045998496,1702,0,0,0,0,0,0,0
Athina,GNQ,Equatorial Guinea,58,2004,724817,4410764339,6085,0,0,0,0,0,0,0
Beijing,GNQ,Equatorial Guinea,58,2008,868418,19749893536,22742,0,0,0,0,0,0,0
London,GNQ,Equatorial Guinea,58,2012,1038593,22389627294,21557,0,0,0,0,0,0,0
Rio de Janeiro,GNQ,Equatorial Guinea,58,2016,1221490,10684804794,8747,0,0,0,0,0,0,0
London,EST,Estonia,59,2012,1322696,23043864510,17421,0,0,1,1,2,2,3
Rio de Janeiro,EST,Estonia,59,2016,1316481,23337907619,17727,0,0,0,1,1,2,2
Beijing,ETH,Ethiopia,60,2008,83184892,27066912635,325,0,4,1,2,7,7,8
London,ETH,Ethiopia,60,2012,92444183,43310721414,468,0,3,1,3,7,7,7
Rio de Janeiro,ETH,Ethiopia,60,2016,102403196,72374224249,706,0,1,2,5,8,7,7
Los Angeles,FJI,Fiji,61,1984,700366,1177997414,1681,0,0,0,0,0,0,0
Seoul,FJI,Fiji,61,1988,722917,1109976928,1535,0,0,0,0,0,0,0
Barcelona,FJI,Fiji,61,1992,744531,1531803061,2057,0,0,0,0,0,0,0
Atlanta,FJI,Fiji,61,1996,784476,2129266728,2714,0,0,0,0,0,0,0
Sydney,FJI,Fiji,61,2000,811223,1684109743,2076,0,0,0,0,0,0,0
Athina,FJI,Fiji,61,2004,818354,2727507213,3332,0,0,0,0,0,0,0
Beijing,FJI,Fiji,61,2008,843340,3523185920,4177,0,0,0,0,0,0,0
London,FJI,Fiji,61,2012,873596,3972012571,4546,0,0,0,0,0,0,0
Rio de Janeiro,FJI,Fiji,61,2016,898760,4703632978,5233,0,1,0,0,1,0,0
Montreal,FIN,Finland,62,1976,4725664,31873171719,6744,0,4,2,0,6,8,4
Moskva,FIN,Finland,62,1980,4779535,53685049410,11232,0,3,1,4,8,6,8
Los Angeles,FIN,Finland,62,1984,4881803,52926394935,10841,0,4,2,6,12,8,6
Seoul,FIN,Finland,62,1988,4946481,109103056148,22056,0,1,1,2,4,12,8
Barcelona,FIN,Finland,62,1992,5041992,112625431378,22337,0,1,2,2,5,4,12
Atlanta,FIN,Finland,62,1996,5124573,132099404608,25777,0,1,2,1,4,5,4
Sydney,FIN,Finland,62,2000,5176209,125539893127,24253,0,2,1,1,4,4,5
Athina,FIN,Finland,62,2004,5228172,196768065557,37636,0,0,2,0,2,4,4
Beijing,FIN,Finland,62,2008,5313399,283742493042,53401,0,1,1,2,4,2,4
London,FIN,Finland,62,2012,5413971,256706466091,47415,0,0,1,2,3,4,2
Rio de Janeiro,FIN,Finland,62,2016,5495096,238502900312,43402,0,0,0,1,1,3,4
Montreal,FRA,France,63,1976,54541493,373410270418,6846,0,2,3,4,9,13,15
Moskva,FRA,France,63,1980,55340782,703525302701,12712,0,6,5,3,14,9,13
Los Angeles,FRA,France,63,1984,56470769,532648802822,9432,0,5,7,16,28,14,9
Seoul,FRA,France,63,1988,57836486,1023504019381,17696,0,6,4,6,16,28,14
Barcelona,FRA,France,63,1992,58851216,1408724907063,23937,0,8,5,16,29,16,28
Atlanta,FRA,France,63,1996,59753098,1614245416079,27015,0,15,7,15,37,29,16
Sydney,FRA,France,63,2000,60912498,1368438363737,22465,0,13,14,11,38,37,29
Athina,FRA,France,63,2004,62704897,2124112242364,33874,0,11,9,13,33,38,37
Beijing,FRA,France,63,2008,64374990,2923465651091,45413,0,7,16,18,41,33,38
London,FRA,France,63,2012,65659790,2681416108537,40838,0,11,11,13,35,41,33
Rio de Janeiro,FRA,France,63,2016,66896109,2465453975282,36854,0,10,18,14,42,35,41
Atlanta,GAB,Gabon,64,1996,1113994,5694040337,5111,0,0,0,0,0,0,0
Sydney,GAB,Gabon,64,2000,1231122,5067865321,4116,0,0,0,0,0,0,0
Athina,GAB,Gabon,64,2004,1364205,7756293575,5685,0,0,0,0,0,0,0
Beijing,GAB,Gabon,64,2008,1536411,15508574820,10094,0,0,0,0,0,0,0
London,GAB,Gabon,64,2012,1756817,17171446922,9774,0,0,1,0,1,0,0
Rio de Janeiro,GAB,Gabon,64,2016,1979786,14213558130,7179,0,0,0,0,0,1,0
Sydney,GMB,Gambia,65,2000,1231844,782915402,635,0,0,0,0,0,0,0
Athina,GMB,Gambia,65,2004,1398573,578785279,413,0,0,0,0,0,0,0
Beijing,GMB,Gambia,65,2008,1588572,965769127,607,0,0,0,0,0,0,0
London,GMB,Gambia,65,2012,1802125,910026287,504,0,0,0,0,0,0,0
Rio de Janeiro,GMB,Gambia,65,2016,2038501,964599178,473,0,0,0,0,0,0,0
London,GEO,Georgia,66,2012,3825e3,15846474596,4142,0,1,3,3,7,6,4
Rio de Janeiro,GEO,Georgia,66,2016,3719300,14378016729,3865,0,2,1,4,7,7,6
Seoul,DEU,Germany,67,1988,78144619,1395931548502,17863,0,48,49,45,142,59,126
Barcelona,DEU,Germany,67,1992,80624598,2123130870382,26333,0,33,21,28,82,142,59
Atlanta,DEU,Germany,67,1996,81914831,2503665193657,30564,0,20,18,27,65,82,142
Sydney,DEU,Germany,67,2000,82211508,1949953934034,23718,0,13,17,26,56,65,82
Athina,DEU,Germany,67,2004,82516260,2819245095605,34165,0,13,16,20,49,56,65
Beijing,DEU,Germany,67,2008,82110097,3752365607148,45699,0,16,10,15,41,49,56
London,DEU,Germany,67,2012,80425823,3543983909148,44065,0,11,19,14,44,41,49
Rio de Janeiro,DEU,Germany,67,2016,82667685,3477796274497,42069,0,17,10,15,42,44,41
Los Angeles,GHA,Ghana,68,1984,12311158,4412279865,358,0,0,0,0,0,1,0
Seoul,GHA,Ghana,68,1988,13854214,5197840973,375,0,0,0,0,0,0,1
Barcelona,GHA,Ghana,68,1992,15463854,6413901602,414,0,0,0,1,1,0,0
Atlanta,GHA,Ghana,68,1996,17185608,6934984709,403,0,0,0,0,0,1,0
Sydney,GHA,Ghana,68,2000,18938762,4983024408,263,0,0,0,0,0,0,1
Athina,GHA,Ghana,68,2004,20986536,8881368538,423,0,0,0,0,0,0,0
Beijing,GHA,Ghana,68,2008,23298640,28526891010,1224,0,0,0,0,0,0,0
London,GHA,Ghana,68,2012,25733049,41939728979,1629,0,0,0,0,0,0,0
Rio de Janeiro,GHA,Ghana,68,2016,28206728,42689783734,1513,0,0,0,0,0,0,0
Montreal,GRC,Greece,69,1976,9188150,31152840485,3390,0,0,0,0,0,2,1
Moskva,GRC,Greece,69,1980,9642505,56829663469,5893,0,1,0,2,3,0,2
Los Angeles,GRC,Greece,69,1984,9895801,48020024788,4852,0,0,1,1,2,3,0
Seoul,GRC,Greece,69,1988,10036983,76261278405,7598,0,0,0,1,1,2,3
Barcelona,GRC,Greece,69,1992,10399061,116224673043,11176,0,2,0,0,2,1,2
Atlanta,GRC,Greece,69,1996,10608800,145861612826,13749,0,4,4,0,8,2,1
Sydney,GRC,Greece,69,2000,10805808,130133845771,12042,0,4,6,3,13,8,2
Athina,GRC,Greece,69,2004,10955141,240521260988,21955,1,6,6,4,16,13,8
Beijing,GRC,Greece,69,2008,11077841,354460802549,31997,0,0,2,2,4,16,13
London,GRC,Greece,69,2012,11045011,245670666639,22242,0,0,0,2,2,4,16
Rio de Janeiro,GRC,Greece,69,2016,10746740,192690813127,17930,0,3,1,2,6,2,4
Sydney,GRD,Grenada,70,2000,101619,520044370,5117,0,0,0,0,0,0,0
Athina,GRD,Grenada,70,2004,102656,599118593,5836,0,0,0,0,0,0,0
Beijing,GRD,Grenada,70,2008,103930,825977889,7947,0,0,0,0,0,0,0
London,GRD,Grenada,70,2012,105481,799882148,7583,0,1,0,0,1,0,0
Rio de Janeiro,GRD,Grenada,70,2016,107317,1056188593,9841,0,0,1,0,1,1,0
Los Angeles,GTM,Guatemala,72,1984,8042897,9470000100,1177,0,0,0,0,0,0,0
Seoul,GTM,Guatemala,72,1988,8842575,7841602824,886,0,0,0,0,0,0,0
Barcelona,GTM,Guatemala,72,1992,9708544,10440842165,1075,0,0,0,0,0,0,0
Atlanta,GTM,Guatemala,72,1996,10646674,15674852771,1472,0,0,0,0,0,0,0
Sydney,GTM,Guatemala,72,2000,11650743,19288926545,1655,0,0,0,0,0,0,0
Athina,GTM,Guatemala,72,2004,12796925,23965275996,1872,0,0,0,0,0,0,0
Beijing,GTM,Guatemala,72,2008,14006366,39136893345,2794,0,0,0,0,0,0,0
London,GTM,Guatemala,72,2012,15271056,50388454861,3299,0,0,1,0,1,0,0
Rio de Janeiro,GTM,Guatemala,72,2016,16582469,68763255964,4146,0,0,0,0,0,1,0
Athina,GIN,Guinea,73,2004,9490229,3666349049,386,0,0,0,0,0,0,0
Beijing,GIN,Guinea,73,2008,10323142,6963961726,674,0,0,0,0,0,0,0
London,GIN,Guinea,73,2012,11281469,7387103675,654,0,0,0,0,0,0,0
Rio de Janeiro,GIN,Guinea,73,2016,12395924,8200248003,661,0,0,0,0,0,0,0
London,GNB,Guinea-Bissau,74,2012,1638139,989875559,604,0,0,0,0,0,0,0
Rio de Janeiro,GNB,Guinea-Bissau,74,2016,1815698,1164944510,641,0,0,0,0,0,0,0
Moskva,GUY,Guyana,75,1980,780153,6032e5,773,0,0,0,1,1,0,0
Los Angeles,GUY,Guyana,75,1984,775219,437631605,564,0,0,0,0,0,1,0
Seoul,GUY,Guyana,75,1988,750731,413799990,551,0,0,0,0,0,0,1
Barcelona,GUY,Guyana,75,1992,748134,368281379,492,0,0,0,0,0,0,0
Atlanta,GUY,Guyana,75,1996,761861,705406001,925,0,0,0,0,0,0,0
Sydney,GUY,Guyana,75,2000,753301,712667897,946,0,0,0,0,0,0,0
Athina,GUY,Guyana,75,2004,751652,785918770,1045,0,0,0,0,0,0,0
Beijing,GUY,Guyana,75,2008,746314,1922598121,2576,0,0,0,0,0,0,0
London,GUY,Guyana,75,2012,753091,2861562266,3799,0,0,0,0,0,0,0
Rio de Janeiro,GUY,Guyana,75,2016,773303,3502397094,4529,0,0,0,0,0,0,0
Beijing,HTI,Haiti,76,2008,9705029,6548530572,674,0,0,0,0,0,0,0
London,HTI,Haiti,76,2012,10289210,7890216508,766,0,0,0,0,0,0,0
Rio de Janeiro,HTI,Haiti,76,2016,10847334,8022638722,739,0,0,0,0,0,0,0
Barcelona,HND,Honduras,77,1992,5247836,3419487441,651,0,0,0,0,0,0,0
Atlanta,HND,Honduras,77,1996,5867849,4034037162,687,0,0,0,0,0,0,0
Sydney,HND,Honduras,77,2000,6524283,7103529494,1088,0,0,0,0,0,0,0
Athina,HND,Honduras,77,2004,7204153,8772194250,1217,0,0,0,0,0,0,0
Beijing,HND,Honduras,77,2008,7872658,13789715133,1751,0,0,0,0,0,0,0
London,HND,Honduras,77,2012,8505646,18528506894,2178,0,0,0,0,0,0,0
Rio de Janeiro,HND,Honduras,77,2016,9112867,21516938910,2361,0,0,0,0,0,0,0
Beijing,HUN,Hungary,78,2008,10038188,157998423132,15739,0,3,5,2,10,17,17
London,HUN,Hungary,78,2012,9920362,127856647108,12888,0,8,4,6,18,10,17
Rio de Janeiro,HUN,Hungary,78,2016,9817958,125816640421,12814,0,8,3,4,15,18,10
Montreal,ISL,Iceland,79,1976,220154,1683117418,7645,0,0,0,0,0,0,0
Moskva,ISL,Iceland,79,1980,228138,3409023699,14942,0,0,0,0,0,0,0
Los Angeles,ISL,Iceland,79,1984,239511,2887825524,12057,0,0,0,1,1,0,0
Seoul,ISL,Iceland,79,1988,249740,6156487920,24651,0,0,0,0,0,1,0
Barcelona,ISL,Iceland,79,1992,261057,7138787995,27345,0,0,0,0,0,0,1
Atlanta,ISL,Iceland,79,1996,268916,7501950116,27897,0,0,0,0,0,0,0
Sydney,ISL,Iceland,79,2000,281205,8946079678,31813,0,0,0,1,1,0,0
Athina,ISL,Iceland,79,2004,292074,13703315349,46917,0,0,0,0,0,1,0
Beijing,ISL,Iceland,79,2008,317414,17640375722,55575,0,0,1,0,1,0,1
London,ISL,Iceland,79,2012,320716,14218575093,44333,0,0,0,0,0,1,0
Rio de Janeiro,ISL,Iceland,79,2016,334252,20047413006,59976,0,0,0,0,0,0,1
Montreal,IND,India,80,1976,635771734,101346972433,159,0,0,0,0,0,1,1
Moskva,IND,India,80,1980,696783517,183839864649,263,0,1,0,0,1,0,1
Los Angeles,IND,India,80,1984,764245202,209328156804,273,0,0,0,0,0,1,0
Seoul,IND,India,80,1988,834489322,292632656261,350,0,0,0,0,0,0,1
Barcelona,IND,India,80,1992,906021106,284363884080,313,0,0,0,0,0,0,0
Atlanta,IND,India,80,1996,978893217,387656017800,396,0,0,0,1,1,0,0
Sydney,IND,India,80,2000,1053050912,462146799337,438,0,0,0,1,1,1,0
Athina,IND,India,80,2004,1126135777,699688852930,621,0,0,1,0,1,1,1
Beijing,IND,India,80,2008,1197146906,1186952757636,991,0,1,0,2,3,1,1
London,IND,India,80,2012,1263065852,1827637859136,1446,0,0,2,4,6,3,1
Rio de Janeiro,IND,India,80,2016,1324171354,2263792499341,1709,0,0,1,1,2,6,3
Seoul,IDN,Indonesia,81,1988,175000916,89756617174,512,0,0,1,0,1,0,0
Barcelona,IDN,Indonesia,81,1992,187766086,136313684978,725,0,2,2,1,5,1,0
Atlanta,IDN,Indonesia,81,1996,199914831,242086489087,1210,0,1,1,2,4,5,1
Sydney,IDN,Indonesia,81,2000,211540429,175702220055,830,0,1,3,2,6,4,5
Athina,IDN,Indonesia,81,2004,223614649,273460989078,1222,0,1,1,2,4,6,4
Beijing,IDN,Indonesia,81,2008,236159276,543253873102,2300,0,1,1,3,5,4,6
London,IDN,Indonesia,81,2012,248883232,917869910106,3687,0,0,1,1,2,5,4
Rio de Janeiro,IDN,Indonesia,81,2016,261115456,932259177765,3570,0,1,2,0,3,2,5
Montreal,IRN,Iran,82,1976,33737768,68055295080,2017,0,0,1,1,2,3,5
Seoul,IRN,Iran,82,1988,53075618,123057861334,2318,0,0,1,0,1,2,3
Atlanta,IRN,Iran,82,1996,61583089,120403931885,1955,0,1,1,1,3,1,2
Sydney,IRN,Iran,82,2000,66131854,109591707802,1657,0,3,0,1,4,3,1
Athina,IRN,Iran,82,2004,69617100,190043433965,2729,0,2,2,2,6,4,3
Beijing,IRN,Iran,82,2008,72845542,406070949554,5574,0,1,0,1,2,6,4
London,IRN,Iran,82,2012,76453574,598853401276,7832,0,4,5,3,12,2,6
Rio de Janeiro,IRN,Iran,82,2016,80277428,418976679729,5219,0,3,1,4,8,12,2
Los Angeles,IRQ,Iraq,83,1984,15205501,46802508845,3077,0,0,0,0,0,0,0
Seoul,IRQ,Iraq,83,1988,16651807,62503055645,3753,0,0,0,0,0,0,0
Athina,IRQ,Iraq,83,2004,26316609,36627901762,1391,0,0,0,0,0,0,0
Beijing,IRQ,Iraq,83,2008,29111417,131613661510,4521,0,0,0,0,0,0,0
London,IRQ,Iraq,83,2012,32776571,218000986223,6651,0,0,0,0,0,0,0
Rio de Janeiro,IRQ,Iraq,83,2016,37202572,171489001692,4609,0,0,0,0,0,0,0
Montreal,IRL,Ireland,84,1976,3238050,9465078121,2923,0,0,0,0,0,0,0
Moskva,IRL,Ireland,84,1980,3412800,21773901117,6380,0,0,1,1,2,0,0
Los Angeles,IRL,Ireland,84,1984,3532423,20130728274,5698,0,0,1,0,1,2,0
Seoul,IRL,Ireland,84,1988,3524949,37818133413,10728,0,0,0,0,0,1,2
Barcelona,IRL,Ireland,84,1992,3558430,55985505159,15733,0,1,1,0,2,0,1
Atlanta,IRL,Ireland,84,1996,3637510,75880630040,20860,0,3,0,1,4,2,0
Sydney,IRL,Ireland,84,2000,3805174,99853528745,26241,0,0,1,0,1,4,2
Athina,IRL,Ireland,84,2004,4070262,193870345294,47630,0,0,0,0,0,1,4
Beijing,IRL,Ireland,84,2008,4489544,275020018163,61257,0,0,1,2,3,0,1
London,IRL,Ireland,84,2012,4586897,225571857948,49177,0,1,1,3,5,3,0
Rio de Janeiro,IRL,Ireland,84,2016,4773095,304819020501,63861,0,0,2,0,2,5,3
Montreal,ISR,Israel,85,1976,3533e3,15176875e3,4295,0,0,0,0,0,0,0
Los Angeles,ISR,Israel,85,1984,4159e3,29148462483,7008,0,0,0,0,0,0,0
Seoul,ISR,Israel,85,1988,4442e3,50078767903,11273,0,0,0,0,0,0,0
Barcelona,ISR,Israel,85,1992,5123e3,75575902932,14752,0,0,1,1,2,0,0
Atlanta,ISR,Israel,85,1996,5692e3,109957321960,19317,0,0,0,1,1,2,0
Sydney,ISR,Israel,85,2000,6289e3,132339311284,21042,0,0,0,1,1,1,2
Athina,ISR,Israel,85,2004,6809e3,135445033199,19892,0,1,0,1,2,1,1
Beijing,ISR,Israel,85,2008,7308800,215840354627,29531,0,0,0,1,1,2,1
London,ISR,Israel,85,2012,7910500,257296579579,32525,0,0,0,0,0,1,2
Rio de Janeiro,ISR,Israel,85,2016,8547100,317744784695,37175,0,0,0,2,2,0,1
Montreal,ITA,Italy,86,1976,55718260,223976030937,4019,0,2,7,4,13,18,16
Moskva,ITA,Italy,86,1980,56433883,475682506444,8429,0,8,3,4,15,13,18
Los Angeles,ITA,Italy,86,1984,56576718,436443280912,7714,0,14,6,12,32,15,13
Seoul,ITA,Italy,86,1988,56629288,888667913419,15692,0,6,4,4,14,32,15
Barcelona,ITA,Italy,86,1992,56797087,1315806985860,23166,0,6,5,8,19,14,32
Atlanta,ITA,Italy,86,1996,56860281,1308929351236,23020,0,13,10,12,35,19,14
Sydney,ITA,Italy,86,2000,56942108,1141759996315,20051,0,13,8,13,34,35,19
Athina,ITA,Italy,86,2004,57685327,1798314750435,31174,0,10,11,11,32,34,35
Beijing,ITA,Italy,86,2008,58826731,2390729163615,40640,0,8,9,10,27,32,34
London,ITA,Italy,86,2012,59539717,2072823157060,34814,0,8,9,11,28,27,32
Rio de Janeiro,ITA,Italy,86,2016,60600590,1858913163928,30674,0,8,12,8,28,28,27
Moskva,JAM,Jamaica,87,1980,2163045,2679409453,1238,0,0,0,3,3,2,1
Los Angeles,JAM,Jamaica,87,1984,2308947,2373566957,1027,0,0,1,2,3,3,2
Seoul,JAM,Jamaica,87,1988,2393534,3828310735,1599,0,0,2,0,2,3,3
Barcelona,JAM,Jamaica,87,1992,2465362,3530892749,1432,0,0,3,1,4,2,3
Atlanta,JAM,Jamaica,87,1996,2561993,6504445801,2538,0,1,3,2,6,4,2
Sydney,JAM,Jamaica,87,2000,2656864,8929375580,3360,0,0,6,3,9,6,4
Athina,JAM,Jamaica,87,2004,2728777,10150978155,3719,0,2,1,2,5,9,6
Beijing,JAM,Jamaica,87,2008,2790122,13678606692,4902,0,5,3,2,10,5,9
London,JAM,Jamaica,87,2012,2840992,14800165407,5209,0,4,4,4,12,10,5
Rio de Janeiro,JAM,Jamaica,87,2016,2881355,14056908749,4878,0,6,3,2,11,12,10
Montreal,JPN,Japan,88,1976,112771e3,583142956488,5171,0,9,6,10,25,29,25
Los Angeles,JPN,Japan,88,1984,120018e3,1309740021610,10912,0,10,7,14,31,25,29
Seoul,JPN,Japan,88,1988,122613e3,3050637784818,24880,0,4,3,7,14,31,25
Barcelona,JPN,Japan,88,1992,124229e3,3897826229663,31376,0,3,8,11,22,14,31
Atlanta,JPN,Japan,88,1996,125757e3,4833712542207,38436,0,3,6,5,14,22,14
Sydney,JPN,Japan,88,2000,126843e3,4887519660745,38532,0,5,8,5,18,14,22
Athina,JPN,Japan,88,2004,127761e3,4815148854362,37688,0,16,9,12,37,18,14
Beijing,JPN,Japan,88,2008,128063e3,5037908465114,39339,0,9,7,9,25,37,18
London,JPN,Japan,88,2012,127629e3,6203213121334,48603,0,7,14,17,38,25,37
Rio de Janeiro,JPN,Japan,88,2016,126994511,4940158776617,38900,0,12,8,21,41,38,25
Atlanta,JOR,Jordan,89,1996,4716373,6928359238,1469,0,0,0,0,0,0,0
Sydney,JOR,Jordan,89,2000,5103130,8460424401,1657,0,0,0,0,0,0,0
Athina,JOR,Jordan,89,2004,5535595,11411390409,2061,0,0,0,0,0,0,0
Beijing,JOR,Jordan,89,2008,6489822,21972004086,3385,0,0,0,0,0,0,0
London,JOR,Jordan,89,2012,7992573,30937277606,3870,0,0,0,0,0,0,0
Rio de Janeiro,JOR,Jordan,89,2016,9455802,38654727746,4087,0,1,0,0,1,0,0
London,KAZ,Kazakhstan,90,2012,16791425,207998568866,12387,0,7,1,5,13,13,8
Rio de Janeiro,KAZ,Kazakhstan,90,2016,17797032,137278320084,7713,0,3,5,10,18,13,13
Los Angeles,KEN,Kenya,91,1984,18937738,6191437070,326,0,1,0,2,3,9,9
Seoul,KEN,Kenya,91,1988,21871442,8355380879,382,0,5,2,2,9,3,9
Barcelona,KEN,Kenya,91,1992,24963953,8209129172,328,0,2,4,2,8,9,3
Atlanta,KEN,Kenya,91,1996,28147734,12045858436,427,0,1,4,3,8,8,9
Sydney,KEN,Kenya,91,2000,31450483,12705357103,403,0,2,3,2,7,8,8
Athina,KEN,Kenya,91,2004,35074931,16095337094,458,0,1,4,2,7,7,8
Beijing,KEN,Kenya,91,2008,39148416,35895153328,916,0,6,4,5,15,7,7
London,KEN,Kenya,91,2012,43646629,50412754822,1155,0,2,4,5,11,15,7
Rio de Janeiro,KEN,Kenya,91,2016,48461567,70529014778,1455,0,6,6,1,13,11,15
Los Angeles,KWT,Kuwait,93,1984,1655833,21697297872,13103,0,0,0,0,0,0,0
Seoul,KWT,Kuwait,93,1988,2038885,20692472760,10148,0,0,0,0,0,0,0
Atlanta,KWT,Kuwait,93,1996,1631740,31493987642,19300,0,0,0,0,0,0,0
Sydney,KWT,Kuwait,93,2000,2050741,37711864407,18389,0,0,0,1,1,0,0
Athina,KWT,Kuwait,93,2004,2207939,59440108585,26921,0,0,0,0,0,1,0
Beijing,KWT,Kuwait,93,2008,2652340,147395833333,55571,0,0,0,0,0,0,1
London,KWT,Kuwait,93,2012,3395556,174070025009,51264,0,0,0,1,1,0,0
London,KGZ,Kyrgyzstan,94,2012,5607200,6605139933,1177,0,0,0,0,0,2,0
Rio de Janeiro,KGZ,Kyrgyzstan,94,2016,6082700,6551287938,1077,0,0,0,0,0,0,2
Athina,LAO,Laos,95,2004,5664605,2366398120,417,0,0,0,0,0,0,0
Beijing,LAO,Laos,95,2008,6052190,5443915121,899,0,0,0,0,0,0,0
London,LAO,Laos,95,2012,6415169,10191350120,1588,0,0,0,0,0,0,0
Rio de Janeiro,LAO,Laos,95,2016,6758353,15903329473,2353,0,0,0,0,0,0,0
London,LVA,Latvia,96,2012,2034319,28119996053,13822,0,1,0,1,2,3,4
Rio de Janeiro,LVA,Latvia,96,2016,1960424,27572698482,14064,0,0,0,0,0,2,3
Athina,LBN,Lebanon,97,2004,3863267,20955223881,5424,0,0,0,0,0,0,0
Beijing,LBN,Lebanon,97,2008,4111047,29227350570,7109,0,0,0,0,0,0,0
London,LBN,Lebanon,97,2012,4916404,43868565282,8922,0,0,0,0,0,0,0
Rio de Janeiro,LBN,Lebanon,97,2016,6006668,49598825982,8257,0,0,0,0,0,0,0
Barcelona,LSO,Lesotho,98,1992,1667121,831033941,498,0,0,0,0,0,0,0
Atlanta,LSO,Lesotho,98,1996,1787273,946123276,529,0,0,0,0,0,0,0
Sydney,LSO,Lesotho,98,2000,1868699,887295268,474,0,0,0,0,0,0,0
Athina,LSO,Lesotho,98,2004,1933728,1511236656,781,0,0,0,0,0,0,0
Beijing,LSO,Lesotho,98,2008,1999930,1870722801,935,0,0,0,0,0,0,0
London,LSO,Lesotho,98,2012,2089928,2678494689,1281,0,0,0,0,0,0,0
Rio de Janeiro,LSO,Lesotho,98,2016,2203821,2291321667,1039,0,0,0,0,0,0,0
Seoul,LBR,Liberia,99,1988,2165090,10383e5,479,0,0,0,0,0,0,0
Atlanta,LBR,Liberia,99,1996,2191179,1594e5,72,0,0,0,0,0,0,0
